id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
1307283.0,2013-07-28,3,360.096105223697,,4.0,24.8875,13,61
1307285.0,2013-07-28,5,437.824795495097,,4.0,24.8875,13,61
1307291.0,2013-07-29,1,183.564164400591,,1.0,22.7875,10,
1307292.0,2013-07-29,2,672.50214523923,,1.0,22.7875,10,
1307293.0,2013-07-29,3,356.033434735079,,1.0,22.7875,10,
1307295.0,2013-07-29,5,368.951029057165,,1.0,22.7875,10,
1307301.0,2013-07-30,1,132.111640117897,,5.0,21.075,13,21
1307302.0,2013-07-30,2,690.117757120039,,5.0,21.075,13,21
1307303.0,2013-07-30,3,354.531775116541,,5.0,21.075,13,21
1307305.0,2013-07-30,5,424.086156965952,,5.0,21.075,13,21
1307311.0,2013-07-31,1,144.745431773143,,5.0,20.275,16,65
1307312.0,2013-07-31,2,667.842224335937,,5.0,20.275,16,65
1307313.0,2013-07-31,3,321.075920611583,,5.0,20.275,16,65
1307315.0,2013-07-31,5,426.985804024935,,5.0,20.275,16,65
1308011.0,2013-08-01,1,157.854023011106,,6.0,23.4,7,21
1308012.0,2013-08-01,2,667.213719343287,,6.0,23.4,7,21
1308013.0,2013-08-01,3,304.830310037868,,6.0,23.4,7,21
1308014.0,2013-08-01,4,60.5614573229725,,6.0,23.4,7,21
1308015.0,2013-08-01,5,322.294307178179,,6.0,23.4,7,21
1308021.0,2013-08-02,1,117.359342094889,,0.0,31.4375,7,
1308022.0,2013-08-02,2,689.695100983376,,0.0,31.4375,7,
1308023.0,2013-08-02,3,379.526700654912,,0.0,31.4375,7,
1308024.0,2013-08-02,4,68.1222020855149,,0.0,31.4375,7,
1308025.0,2013-08-02,5,282.371517214865,,0.0,31.4375,7,
1308031.0,2013-08-03,1,186.027178770079,,4.0,23.3625,11,63
1308032.0,2013-08-03,2,930.801703150498,,4.0,23.3625,11,63
1308033.0,2013-08-03,3,454.705780795563,,4.0,23.3625,11,63
1308034.0,2013-08-03,4,51.2749992906831,,4.0,23.3625,11,63
1308035.0,2013-08-03,5,399.283316370115,,4.0,23.3625,11,63
1308041.0,2013-08-04,1,104.708216687715,,3.0,23.05,8,
1308042.0,2013-08-04,2,862.752429028985,,3.0,23.05,8,
1308043.0,2013-08-04,3,382.85648750844,,3.0,23.05,8,
1308044.0,2013-08-04,4,67.1568816245378,,3.0,23.05,8,
1308045.0,2013-08-04,5,461.704848992483,,3.0,23.05,8,
1308051.0,2013-08-05,1,146.775309890073,,0.0,25.8,10,
1308052.0,2013-08-05,2,520.947179812455,,0.0,25.8,10,
1308053.0,2013-08-05,3,331.615355447409,,0.0,25.8,10,
1308055.0,2013-08-05,5,354.247243408463,,0.0,25.8,10,
1308061.0,2013-08-06,1,131.956277381283,,5.0,22.225,13,
1308062.0,2013-08-06,2,498.920948322354,,5.0,22.225,13,
1308063.0,2013-08-06,3,344.104806694018,,5.0,22.225,13,
1308064.0,2013-08-06,4,69.705360420462,,5.0,22.225,13,
1308065.0,2013-08-06,5,441.521507016938,,5.0,22.225,13,
1308071.0,2013-08-07,1,160.593417296116,,4.0,19.2125,8,
1308072.0,2013-08-07,2,519.197204695832,,4.0,19.2125,8,
1308073.0,2013-08-07,3,341.483544581514,,4.0,19.2125,8,
1308074.0,2013-08-07,4,83.1094116270633,,4.0,19.2125,8,
1308075.0,2013-08-07,5,423.850318191533,,4.0,19.2125,8,
1308081.0,2013-08-08,1,153.099424561652,,7.0,16.975,12,20
1308082.0,2013-08-08,2,486.25509543792,,7.0,16.975,12,20
1308083.0,2013-08-08,3,298.005519792868,,7.0,16.975,12,20
1308084.0,2013-08-08,4,96.7720958104522,,7.0,16.975,12,20
1308085.0,2013-08-08,5,464.87537153539,,7.0,16.975,12,20
1308091.0,2013-08-09,1,125.620344387906,,4.0,20.3375,10,21
1308092.0,2013-08-09,2,539.975155104136,,4.0,20.3375,10,21
1308093.0,2013-08-09,3,328.22992428157,,4.0,20.3375,10,21
1308094.0,2013-08-09,4,81.4817797241125,,4.0,20.3375,10,21
1308095.0,2013-08-09,5,450.085987485785,,4.0,20.3375,10,21
1308101.0,2013-08-10,1,185.177162656408,,7.0,19.3625,12,61
1308102.0,2013-08-10,2,614.511830668785,,7.0,19.3625,12,61
1308103.0,2013-08-10,3,351.617029216224,,7.0,19.3625,12,61
1308104.0,2013-08-10,4,59.9811123644503,,7.0,19.3625,12,61
1308105.0,2013-08-10,5,450.993337129113,,7.0,19.3625,12,61
1308111.0,2013-08-11,1,73.2088330039992,,7.0,16.3875,9,61
1308112.0,2013-08-11,2,666.9113081568,,7.0,16.3875,9,61
1308113.0,2013-08-11,3,341.033029953849,,7.0,16.3875,9,61
1308114.0,2013-08-11,4,60.7087857619079,,7.0,16.3875,9,61
1308115.0,2013-08-11,5,583.491717818235,,7.0,16.3875,9,61
1308121.0,2013-08-12,1,154.504729536697,,7.0,16.45,11,63
1308122.0,2013-08-12,2,510.019126480035,,7.0,16.45,11,63
1308123.0,2013-08-12,3,253.6233554703,,7.0,16.45,11,63
1308124.0,2013-08-12,4,97.7406166426712,,7.0,16.45,11,63
1308125.0,2013-08-12,5,356.026341718574,,7.0,16.45,11,63
1308131.0,2013-08-13,1,134.064451548102,,3.0,16.4,16,95
1308132.0,2013-08-13,2,535.403212817658,,3.0,16.4,16,95
1308133.0,2013-08-13,3,271.591283834177,,3.0,16.4,16,95
1308134.0,2013-08-13,4,113.863641914766,,3.0,16.4,16,95
1308135.0,2013-08-13,5,344.643463915453,,3.0,16.4,16,95
1308141.0,2013-08-14,1,156.972510536869,,4.0,18.2625,18,61
1308142.0,2013-08-14,2,520.123590697437,,4.0,18.2625,18,61
1308143.0,2013-08-14,3,309.116290264651,,4.0,18.2625,18,61
1308144.0,2013-08-14,4,105.567865241887,,4.0,18.2625,18,61
1308145.0,2013-08-14,5,441.253111778104,,4.0,18.2625,18,61
1308151.0,2013-08-15,1,164.763795399756,,3.0,19.8,8,
1308152.0,2013-08-15,2,538.231262832354,,3.0,19.8,8,
1308153.0,2013-08-15,3,266.575408936199,,3.0,19.8,8,
1308154.0,2013-08-15,4,59.7561020638342,,3.0,19.8,8,
1308155.0,2013-08-15,5,416.610037755781,,3.0,19.8,8,
1308161.0,2013-08-16,1,147.79799759804,,4.0,23.575,11,0
1308162.0,2013-08-16,2,552.153714601025,,4.0,23.575,11,0
1308163.0,2013-08-16,3,241.76897512804,,4.0,23.575,11,0
1308164.0,2013-08-16,4,75.2564619591539,,4.0,23.575,11,0
1308165.0,2013-08-16,5,344.468629393561,,4.0,23.575,11,0
1308171.0,2013-08-17,1,221.630418006017,,6.0,20.55,7,0
1308172.0,2013-08-17,2,583.657434231324,,6.0,20.55,7,0
1308173.0,2013-08-17,3,280.170045804428,,6.0,20.55,7,0
1308174.0,2013-08-17,4,96.5293135082104,,6.0,20.55,7,0
1308175.0,2013-08-17,5,519.834929394153,,6.0,20.55,7,0
1308181.0,2013-08-18,1,92.489778506026,,7.0,18.5875,10,63
1308182.0,2013-08-18,2,669.186211470815,,7.0,18.5875,10,63
1308183.0,2013-08-18,3,282.599786111443,,7.0,18.5875,10,63
1308184.0,2013-08-18,4,150.122396942697,,7.0,18.5875,10,63
1308185.0,2013-08-18,5,479.499541699925,,7.0,18.5875,10,63
1308191.0,2013-08-19,1,145.87913275728,,5.0,18.4875,8,
1308192.0,2013-08-19,2,499.912512856933,,5.0,18.4875,8,
1308193.0,2013-08-19,3,249.391160860983,,5.0,18.4875,8,
1308194.0,2013-08-19,4,107.407999333161,,5.0,18.4875,8,
1308195.0,2013-08-19,5,374.247117082749,,5.0,18.4875,8,
1308201.0,2013-08-20,1,111.842396126739,,7.0,17.775,8,61
1308202.0,2013-08-20,2,478.730297151576,,7.0,17.775,8,61
1308203.0,2013-08-20,3,257.620799680939,,7.0,17.775,8,61
1308204.0,2013-08-20,4,64.5022565329893,,7.0,17.775,8,61
1308205.0,2013-08-20,5,340.090359959321,,7.0,17.775,8,61
1308211.0,2013-08-21,1,125.336522713024,,5.0,20.125,8,
1308212.0,2013-08-21,2,440.815636456397,,5.0,20.125,8,
1308213.0,2013-08-21,3,271.133442105753,,5.0,20.125,8,
1308214.0,2013-08-21,4,65.9210119267558,,5.0,20.125,8,
1308215.0,2013-08-21,5,352.695324198643,,5.0,20.125,8,
1308221.0,2013-08-22,1,132.916428220302,,4.0,21.6625,8,
1308222.0,2013-08-22,2,497.731338188322,,4.0,21.6625,8,
1308223.0,2013-08-22,3,229.323435589195,,4.0,21.6625,8,
1308224.0,2013-08-22,4,111.144301377526,,4.0,21.6625,8,
1308225.0,2013-08-22,5,343.348933556103,,4.0,21.6625,8,
1308231.0,2013-08-23,1,162.958958703106,,1.0,22.0375,14,
1308232.0,2013-08-23,2,503.672089526472,,1.0,22.0375,14,
1308233.0,2013-08-23,3,260.926195756112,,1.0,22.0375,14,
1308234.0,2013-08-23,4,94.2272902889274,,1.0,22.0375,14,
1308235.0,2013-08-23,5,375.317567662845,,1.0,22.0375,14,
1308241.0,2013-08-24,1,201.543109556297,,0.0,20.85,16,5
1308242.0,2013-08-24,2,707.94429725517,,0.0,20.85,16,5
1308243.0,2013-08-24,3,282.401869590288,,0.0,20.85,16,5
1308244.0,2013-08-24,4,124.737464409769,,0.0,20.85,16,5
1308245.0,2013-08-24,5,536.196771958902,,0.0,20.85,16,5
1308251.0,2013-08-25,1,83.0226725739551,,0.0,21.3875,16,5
1308252.0,2013-08-25,2,726.257649523775,,0.0,21.3875,16,5
1308253.0,2013-08-25,3,360.817001197227,,0.0,21.3875,16,5
1308254.0,2013-08-25,4,141.066888354584,,0.0,21.3875,16,5
1308255.0,2013-08-25,5,495.194334936839,,0.0,21.3875,16,5
1308261.0,2013-08-26,1,165.829031676714,,0.0,20.125,15,5
1308262.0,2013-08-26,2,451.536740815421,,0.0,20.125,15,5
1308263.0,2013-08-26,3,244.936370498996,,0.0,20.125,15,5
1308264.0,2013-08-26,4,104.448858869003,,0.0,20.125,15,5
1308265.0,2013-08-26,5,368.72576849632,,0.0,20.125,15,5
1308271.0,2013-08-27,1,118.473650434102,,1.0,21.0875,12,
1308272.0,2013-08-27,2,442.318352086176,,1.0,21.0875,12,
1308273.0,2013-08-27,3,251.053043195831,,1.0,21.0875,12,
1308274.0,2013-08-27,4,89.3398068106772,,1.0,21.0875,12,
1308275.0,2013-08-27,5,305.77200439049,,1.0,21.0875,12,
1308281.0,2013-08-28,1,108.876991442649,,0.0,21.3,7,
1308282.0,2013-08-28,2,418.297941202801,,0.0,21.3,7,
1308283.0,2013-08-28,3,225.878194718714,,0.0,21.3,7,
1308284.0,2013-08-28,4,87.5160458910728,,0.0,21.3,7,
1308285.0,2013-08-28,5,349.390973099531,,0.0,21.3,7,
1308291.0,2013-08-29,1,178.178023803315,,3.0,20.2125,11,
1308292.0,2013-08-29,2,386.390267686346,,3.0,20.2125,11,
1308293.0,2013-08-29,3,198.776407298801,,3.0,20.2125,11,
1308294.0,2013-08-29,4,67.1751319746152,,3.0,20.2125,11,
1308295.0,2013-08-29,5,396.454612761332,,3.0,20.2125,11,
1308301.0,2013-08-30,1,133.150828452892,,6.0,19.7875,8,5
1308302.0,2013-08-30,2,492.141265198519,,6.0,19.7875,8,5
1308303.0,2013-08-30,3,184.252334847289,,6.0,19.7875,8,5
1308304.0,2013-08-30,4,77.9353068130843,,6.0,19.7875,8,5
1308305.0,2013-08-30,5,343.345686609289,,6.0,19.7875,8,5
1308311.0,2013-08-31,1,130.821314898435,,5.0,18.35,16,21
1308312.0,2013-08-31,2,581.490537751984,,5.0,18.35,16,21
1308313.0,2013-08-31,3,265.410807550213,,5.0,18.35,16,21
1308314.0,2013-08-31,4,86.0077280021026,,5.0,18.35,16,21
1308315.0,2013-08-31,5,344.096618940689,,5.0,18.35,16,21
1309011.0,2013-09-01,1,95.9704314892471,,7.0,15.8625,16,61
1309012.0,2013-09-01,2,481.584829613001,,7.0,15.8625,16,61
1309013.0,2013-09-01,3,239.545084070735,,7.0,15.8625,16,61
1309014.0,2013-09-01,4,139.776992842103,,7.0,15.8625,16,61
1309015.0,2013-09-01,5,400.375251601544,,7.0,15.8625,16,61
1309021.0,2013-09-02,1,138.408723210465,,7.0,16.575,17,63
1309022.0,2013-09-02,2,350.023432755307,,7.0,16.575,17,63
1309023.0,2013-09-02,3,165.884794599896,,7.0,16.575,17,63
1309024.0,2013-09-02,4,97.5577291094531,,7.0,16.575,17,63
1309025.0,2013-09-02,5,236.082416986532,,7.0,16.575,17,63
1309031.0,2013-09-03,1,138.825618927843,,7.0,18.225,11,21
1309032.0,2013-09-03,2,357.401285676803,,7.0,18.225,11,21
1309033.0,2013-09-03,3,174.655491296255,,7.0,18.225,11,21
1309034.0,2013-09-03,4,66.7042185386037,,7.0,18.225,11,21
1309035.0,2013-09-03,5,270.350123886175,,7.0,18.225,11,21
1309041.0,2013-09-04,1,100.221969526295,,7.0,18.125,5,
1309042.0,2013-09-04,2,362.249371679536,,7.0,18.125,5,
1309043.0,2013-09-04,3,162.83743839423,,7.0,18.125,5,
1309044.0,2013-09-04,4,102.369988965095,,7.0,18.125,5,
1309045.0,2013-09-04,5,308.670506473354,,7.0,18.125,5,
1309051.0,2013-09-05,1,173.658100347255,,0.0,21.7,8,
1309052.0,2013-09-05,2,400.95010523182,,0.0,21.7,8,
1309053.0,2013-09-05,3,155.795527807677,,0.0,21.7,8,
1309054.0,2013-09-05,4,64.7180977987766,,0.0,21.7,8,
1309055.0,2013-09-05,5,309.022150561535,,0.0,21.7,8,
1309061.0,2013-09-06,1,171.415179710314,,0.0,24.7,9,
1309062.0,2013-09-06,2,395.673296994009,,0.0,24.7,9,
1309063.0,2013-09-06,3,183.372780096599,,0.0,24.7,9,
1309064.0,2013-09-06,4,79.6716952926438,,0.0,24.7,9,
1309065.0,2013-09-06,5,307.019415636833,,0.0,24.7,9,
1309071.0,2013-09-07,1,186.034060963767,,6.0,22.7625,7,
1309072.0,2013-09-07,2,591.523547732665,,6.0,22.7625,7,
1309073.0,2013-09-07,3,215.339022862711,,6.0,22.7625,7,
1309074.0,2013-09-07,4,65.0128197234662,,6.0,22.7625,7,
1309075.0,2013-09-07,5,447.991745678441,,6.0,22.7625,7,
1309081.0,2013-09-08,1,88.8925958109828,,7.0,20.1625,8,61
1309082.0,2013-09-08,2,576.040699297842,,7.0,20.1625,8,61
1309083.0,2013-09-08,3,261.723925353895,,7.0,20.1625,8,61
1309084.0,2013-09-08,4,115.868951321453,,7.0,20.1625,8,61
1309085.0,2013-09-08,5,453.792300083562,,7.0,20.1625,8,61
1309091.0,2013-09-09,1,169.359968504942,,8.0,11.575,11,63
1309092.0,2013-09-09,2,331.981293986457,,8.0,11.575,11,63
1309093.0,2013-09-09,3,155.698998919682,,8.0,11.575,11,63
1309094.0,2013-09-09,4,78.4321446410245,,8.0,11.575,11,63
1309095.0,2013-09-09,5,266.740185481098,,8.0,11.575,11,63
1309101.0,2013-09-10,1,89.6944536084346,,6.0,13.5875,11,65
1309102.0,2013-09-10,2,363.667829135983,,6.0,13.5875,11,65
1309103.0,2013-09-10,3,186.631885480156,,6.0,13.5875,11,65
1309104.0,2013-09-10,4,75.320737395332,,6.0,13.5875,11,65
1309105.0,2013-09-10,5,272.085784886284,,6.0,13.5875,11,65
1309111.0,2013-09-11,1,103.363686559795,,6.0,13.9,8,61
1309112.0,2013-09-11,2,350.81380789681,,6.0,13.9,8,61
1309113.0,2013-09-11,3,156.993834222857,,6.0,13.9,8,61
1309114.0,2013-09-11,4,84.1743682721035,,6.0,13.9,8,61
1309115.0,2013-09-11,5,266.283742487977,,6.0,13.9,8,61
1309121.0,2013-09-12,1,106.474399987548,,6.0,16.1125,6,61
1309122.0,2013-09-12,2,354.282593212868,,6.0,16.1125,6,61
1309123.0,2013-09-12,3,128.957531070768,,6.0,16.1125,6,61
1309124.0,2013-09-12,4,79.9069125959926,,6.0,16.1125,6,61
1309125.0,2013-09-12,5,291.297115676725,,6.0,16.1125,6,61
1309131.0,2013-09-13,1,122.564626199915,,6.0,17.4375,5,21
1309132.0,2013-09-13,2,413.041864366013,,6.0,17.4375,5,21
1309133.0,2013-09-13,3,142.450922270702,,6.0,17.4375,5,21
1309134.0,2013-09-13,4,60.0423801030524,,6.0,17.4375,5,21
1309135.0,2013-09-13,5,306.313400312796,,6.0,17.4375,5,21
1309141.0,2013-09-14,1,174.938807466572,,5.0,17.625,10,63
1309142.0,2013-09-14,2,530.825102628704,,5.0,17.625,10,63
1309143.0,2013-09-14,3,230.524249936583,,5.0,17.625,10,63
1309144.0,2013-09-14,4,68.6316728927997,,5.0,17.625,10,63
1309145.0,2013-09-14,5,383.083373412478,,5.0,17.625,10,63
1309151.0,2013-09-15,1,55.1960062296304,,7.0,14.8625,10,21
1309152.0,2013-09-15,2,494.908185078447,,7.0,14.8625,10,21
1309153.0,2013-09-15,3,199.525819245624,,7.0,14.8625,10,21
1309154.0,2013-09-15,4,150.947116904365,,7.0,14.8625,10,21
1309155.0,2013-09-15,5,368.235519264474,,7.0,14.8625,10,21
1309161.0,2013-09-16,1,146.760234890658,,3.0,13.1375,13,21
1309162.0,2013-09-16,2,363.701917843028,,3.0,13.1375,13,21
1309163.0,2013-09-16,3,150.458078596152,,3.0,13.1375,13,21
1309164.0,2013-09-16,4,68.5094924358894,,3.0,13.1375,13,21
1309165.0,2013-09-16,5,230.653426038182,,3.0,13.1375,13,21
1309171.0,2013-09-17,1,136.118044538363,,5.0,13.1375,10,63
1309172.0,2013-09-17,2,321.054881338889,,5.0,13.1375,10,63
1309173.0,2013-09-17,3,121.601419092438,,5.0,13.1375,10,63
1309174.0,2013-09-17,4,88.0432401860715,,5.0,13.1375,10,63
1309175.0,2013-09-17,5,320.526447004404,,5.0,13.1375,10,63
1309181.0,2013-09-18,1,152.255085210606,,4.0,13.05,9,
1309182.0,2013-09-18,2,327.413713418182,,4.0,13.05,9,
1309183.0,2013-09-18,3,123.430475306719,,4.0,13.05,9,
1309184.0,2013-09-18,4,81.9233275996418,,4.0,13.05,9,
1309185.0,2013-09-18,5,273.5407716877,,4.0,13.05,9,
1309191.0,2013-09-19,1,148.674992078993,,5.0,14.8375,11,63
1309192.0,2013-09-19,2,362.273757016504,,5.0,14.8375,11,63
1309193.0,2013-09-19,3,127.595436733938,,5.0,14.8375,11,63
1309194.0,2013-09-19,4,56.2795004974713,,5.0,14.8375,11,63
1309195.0,2013-09-19,5,300.262376130314,,5.0,14.8375,11,63
1309201.0,2013-09-20,1,110.159250328825,,7.0,13.525,6,
1309202.0,2013-09-20,2,375.16829079452,,7.0,13.525,6,
1309203.0,2013-09-20,3,119.995567870545,,7.0,13.525,6,
1309204.0,2013-09-20,4,87.4952661591497,,7.0,13.525,6,
1309205.0,2013-09-20,5,377.403500794794,,7.0,13.525,6,
1309211.0,2013-09-21,1,178.263887943827,,7.0,15.35,9,
1309212.0,2013-09-21,2,525.014097788583,,7.0,15.35,9,
1309213.0,2013-09-21,3,227.17812505778,,7.0,15.35,9,
1309214.0,2013-09-21,4,48.2782247656494,,7.0,15.35,9,
1309215.0,2013-09-21,5,320.960054511642,,7.0,15.35,9,
1309221.0,2013-09-22,1,86.6668973821597,,6.0,17.1375,14,21
1309222.0,2013-09-22,2,500.579617827733,,6.0,17.1375,14,21
1309223.0,2013-09-22,3,216.025597526986,,6.0,17.1375,14,21
1309224.0,2013-09-22,4,181.071825652617,,6.0,17.1375,14,21
1309225.0,2013-09-22,5,359.99538027315,,6.0,17.1375,14,21
1309231.0,2013-09-23,1,111.128410563554,,7.0,17.3125,14,21
1309232.0,2013-09-23,2,339.417738661045,,7.0,17.3125,14,21
1309233.0,2013-09-23,3,115.173949077037,,7.0,17.3125,14,21
1309234.0,2013-09-23,4,72.8638989817766,,7.0,17.3125,14,21
1309235.0,2013-09-23,5,293.881781699553,,7.0,17.3125,14,21
1309241.0,2013-09-24,1,139.64144576808,,8.0,15.7375,10,
1309242.0,2013-09-24,2,314.00466178787,,8.0,15.7375,10,
1309243.0,2013-09-24,3,107.515311254663,,8.0,15.7375,10,
1309244.0,2013-09-24,4,91.9109696976559,,8.0,15.7375,10,
1309245.0,2013-09-24,5,261.601833826599,,8.0,15.7375,10,
1309251.0,2013-09-25,1,117.94119333604,,6.0,13.5375,7,61
1309252.0,2013-09-25,2,333.964687913619,,6.0,13.5375,7,61
1309253.0,2013-09-25,3,133.455357081465,,6.0,13.5375,7,61
1309254.0,2013-09-25,4,83.2754466610357,,6.0,13.5375,7,61
1309255.0,2013-09-25,5,298.284260355615,,6.0,13.5375,7,61
1309261.0,2013-09-26,1,203.314345156607,,1.0,12.9875,12,
1309262.0,2013-09-26,2,348.862509645868,,1.0,12.9875,12,
1309263.0,2013-09-26,3,111.331440019646,,1.0,12.9875,12,
1309264.0,2013-09-26,4,52.9418817206733,,1.0,12.9875,12,
1309265.0,2013-09-26,5,287.793533580575,,1.0,12.9875,12,
1309271.0,2013-09-27,1,135.507291692088,,5.0,13.0125,8,21
1309272.0,2013-09-27,2,337.894647078396,,5.0,13.0125,8,21
1309273.0,2013-09-27,3,102.187864090432,,5.0,13.0125,8,21
1309274.0,2013-09-27,4,93.9440670728549,,5.0,13.0125,8,21
1309275.0,2013-09-27,5,283.206061885802,,5.0,13.0125,8,21
1309281.0,2013-09-28,1,134.613756840197,,0.0,13.1,8,
1309282.0,2013-09-28,2,578.156874149585,,0.0,13.1,8,
1309283.0,2013-09-28,3,247.995826181906,,0.0,13.1,8,
1309284.0,2013-09-28,4,98.4375774152303,,0.0,13.1,8,
1309285.0,2013-09-28,5,290.84887886944,,0.0,13.1,8,
1309291.0,2013-09-29,1,68.6316896995448,,3.0,14.175,12,
1309292.0,2013-09-29,2,503.155199518292,,3.0,14.175,12,
1309293.0,2013-09-29,3,194.986111359586,,3.0,14.175,12,
1309294.0,2013-09-29,4,148.939102156167,,3.0,14.175,12,
1309295.0,2013-09-29,5,304.830463976939,,3.0,14.175,12,
1309301.0,2013-09-30,1,156.502435955326,,1.0,12.825,14,
1309302.0,2013-09-30,2,360.827106059368,,1.0,12.825,14,
1309303.0,2013-09-30,3,141.992865332313,,1.0,12.825,14,
1309304.0,2013-09-30,4,98.1860676233875,,1.0,12.825,14,
1309305.0,2013-09-30,5,331.154356903853,,1.0,12.825,14,
1310011.0,2013-10-01,1,123.397540137977,,0.0,12.9125,13,5
1310012.0,2013-10-01,2,356.816079467772,,0.0,12.9125,13,5
1310013.0,2013-10-01,3,135.614594111775,,0.0,12.9125,13,5
1310014.0,2013-10-01,4,67.6549909234488,,0.0,12.9125,13,5
1310015.0,2013-10-01,5,351.590991371398,,0.0,12.9125,13,5
1310021.0,2013-10-02,1,196.720969158391,,1.0,12.7,10,
1310022.0,2013-10-02,2,423.688173539227,,1.0,12.7,10,
1310023.0,2013-10-02,3,156.465804020451,,1.0,12.7,10,
1310024.0,2013-10-02,4,119.813127526207,,1.0,12.7,10,
1310025.0,2013-10-02,5,322.880300414914,,1.0,12.7,10,
1310031.0,2013-10-03,1,75.2337302417469,,0.0,11.7625,12,5
1310032.0,2013-10-03,2,592.567211256288,,0.0,11.7625,12,5
1310033.0,2013-10-03,3,192.293311340733,,0.0,11.7625,12,5
1310034.0,2013-10-03,4,148.994652688514,,0.0,11.7625,12,5
1310035.0,2013-10-03,5,440.898116086485,,0.0,11.7625,12,5
1310041.0,2013-10-04,1,156.066122625816,,5.0,11.2,8,63
1310042.0,2013-10-04,2,501.347948785726,,5.0,11.2,8,63
1310043.0,2013-10-04,3,179.301551909794,,5.0,11.2,8,63
1310044.0,2013-10-04,4,74.562061444226,,5.0,11.2,8,63
1310045.0,2013-10-04,5,280.756383513395,,5.0,11.2,8,63
1310051.0,2013-10-05,1,152.280762053885,,7.0,15.575,8,20
1310052.0,2013-10-05,2,532.496621420318,,7.0,15.575,8,20
1310053.0,2013-10-05,3,225.910066727439,,7.0,15.575,8,20
1310054.0,2013-10-05,4,66.2032518834826,,7.0,15.575,8,20
1310055.0,2013-10-05,5,326.993164913838,,7.0,15.575,8,20
1310061.0,2013-10-06,1,92.4805772695364,,7.0,15.25,6,
1310062.0,2013-10-06,2,534.597184990357,,7.0,15.25,6,
1310063.0,2013-10-06,3,225.346819831364,,7.0,15.25,6,
1310064.0,2013-10-06,4,129.952199872951,,7.0,15.25,6,
1310065.0,2013-10-06,5,340.701203063945,,7.0,15.25,6,
1310071.0,2013-10-07,1,124.841544023845,,1.0,16.275,7,
1310072.0,2013-10-07,2,372.452301813743,,1.0,16.275,7,
1310073.0,2013-10-07,3,146.80201055568,,1.0,16.275,7,
1310074.0,2013-10-07,4,70.2008226210611,,1.0,16.275,7,
1310075.0,2013-10-07,5,318.481660598268,,1.0,16.275,7,
1310081.0,2013-10-08,1,96.867100978839,,6.0,15.1125,8,61
1310082.0,2013-10-08,2,324.616615610371,,6.0,15.1125,8,61
1310083.0,2013-10-08,3,179.71807625926,,6.0,15.1125,8,61
1310084.0,2013-10-08,4,73.2079831960351,,6.0,15.1125,8,61
1310085.0,2013-10-08,5,245.656923063522,,6.0,15.1125,8,61
1310091.0,2013-10-09,1,149.761758936995,,7.0,14.3125,10,21
1310092.0,2013-10-09,2,369.540618454844,,7.0,14.3125,10,21
1310093.0,2013-10-09,3,153.104643981133,,7.0,14.3125,10,21
1310094.0,2013-10-09,4,101.892689553858,,7.0,14.3125,10,21
1310095.0,2013-10-09,5,260.831242292014,,7.0,14.3125,10,21
1310101.0,2013-10-10,1,119.300284972145,,5.0,10.975,6,
1310102.0,2013-10-10,2,349.149490881751,,5.0,10.975,6,
1310103.0,2013-10-10,3,157.491453078096,,5.0,10.975,6,
1310104.0,2013-10-10,4,70.9668372971161,,5.0,10.975,6,
1310105.0,2013-10-10,5,266.156733546376,,5.0,10.975,6,
1310111.0,2013-10-11,1,123.2348187168,,7.0,13.8625,20,10
1310112.0,2013-10-11,2,349.112977802115,,7.0,13.8625,20,10
1310113.0,2013-10-11,3,166.021960265633,,7.0,13.8625,20,10
1310114.0,2013-10-11,4,75.3024074738754,,7.0,13.8625,20,10
1310115.0,2013-10-11,5,229.072309397699,,7.0,13.8625,20,10
1310121.0,2013-10-12,1,140.262421715801,,8.0,13.025,21,63
1310122.0,2013-10-12,2,425.070804590291,,8.0,13.025,21,63
1310123.0,2013-10-12,3,204.748697582742,,8.0,13.025,21,63
1310124.0,2013-10-12,4,85.8339467852549,,8.0,13.025,21,63
1310125.0,2013-10-12,5,273.221595297806,,8.0,13.025,21,63
1310131.0,2013-10-13,1,42.9967926268111,,5.0,10.8625,5,
1310132.0,2013-10-13,2,452.275706400622,,5.0,10.8625,5,
1310133.0,2013-10-13,3,187.165299913108,,5.0,10.8625,5,
1310134.0,2013-10-13,4,149.25084502852,,5.0,10.8625,5,
1310135.0,2013-10-13,5,248.357762950889,,5.0,10.8625,5,
1310141.0,2013-10-14,1,109.863744271226,,2.0,12.525,6,
1310142.0,2013-10-14,2,328.255116835268,,2.0,12.525,6,
1310143.0,2013-10-14,3,155.668175429767,,2.0,12.525,6,
1310144.0,2013-10-14,4,52.4609987818665,,2.0,12.525,6,
1310145.0,2013-10-14,5,270.419718876308,,2.0,12.525,6,
1310151.0,2013-10-15,1,130.431802598324,,7.0,10.6625,4,63
1310152.0,2013-10-15,2,354.885414944464,,7.0,10.6625,4,63
1310153.0,2013-10-15,3,127.284237581592,,7.0,10.6625,4,63
1310154.0,2013-10-15,4,93.0578771174161,,7.0,10.6625,4,63
1310155.0,2013-10-15,5,219.941750803178,,7.0,10.6625,4,63
1310161.0,2013-10-16,1,146.070583461057,,8.0,12.275,7,
1310162.0,2013-10-16,2,324.757529273156,,8.0,12.275,7,
